FALSE,Assigned,Customer,,FORMULA, Current , 1 - 30 , 31 - 60 , 61 - 90 , > 90 , TOTAL ,Account Status,Collection Status,PHASE,COMMUNICATION SCHEDULE,Note/Contact Date,Collections Team - Notes,Upcoming Payment ,Action Item / Follow-up Items,Mgt. Note Date,Local Management Notes,Days since contact,As Of Date,CPR Status,# Of Jobs In Progress,"# Of Jobs Completed, Pending Payment",CPR Notes,Company
,Lui,,LEO TIDWELL EXCAVATING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46132,requested update on payment and sent open balace ,,11/22/24,"Per Kathy - she will be sending out ck#57593, $11261.50 out today 11/22.",31,,,,,,TCS
,Josie,,"LIDCO, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,LOOP ELECTRIC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,MADERA COUNTY PUBLIC WORKS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45849,"sent emil to A/P, asking if received June-26 invoices, waiting for reply",,,,314,,,,,,TCS
,Sylvia,Fresno,MAG ENGINEERING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46045,"emailed update balance report to Nicole, regarding Dec-13 invoice, see if she has payment information, I know they just paid $10,691 last week. ",,,,118,,,,,,TCS
,Sylvia,,MALDONADO BROTHERS LANDSCAPE & MAINTENANC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"MARINA LANDSCAPE, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45805,NO open Invoices,,,,358,,,,,,TCS
,Josie,,MARK WILSON CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45930,In voices is not in QB yet ,,,,233,,,,,,TCS
,Josie,,"MARTIN CONSTRUCTION, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45786,emailed March invs waiting on Julie's response 5-9-25 (sg),,,,377,,,,,,TCS
,Lui,,MASTEC (BAKERSFIELD),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46113,jordan working on it ,,,,50,,,,,,TCS
,Josie,,MCDIVITT SIGNS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45891,"talk to Cherrill, paying $1,850.00 with credit card today ",,,,272,,,,,,TCS
,Josie,,"MCDIVITT SIGNS, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45964,Said that recevied invoice  00102207,,,,199,,,,,,TCS
,Sylvia,Fresno,"MCH ELECTRIC, INC.",,  ,,,,,,,Active,Promise to Pay,COLLECTION TEAM,WEEKLY,46132,"$17,880.00 check ready for pick up by Cynthia, Don to pick up (fresno job)",,,,31,,,,,,TCS
,Sylvia,,"MCKUIN PIPELINE, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,3/11/25,(DH) This invoice has been paid and needs removed from spreadsheet,DATE NEEDED,,,,,,TCS
,Josie,,MCLAIN'S BACKHOE RENTAL,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,MCMURTEY LINCE INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Lui,,"MESA ENERGY SYSTEMS, INC. DBA EMCOR SERVI",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,"MICHELS PACIFIC ENERGY, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,"MID CAL PIPELINE & UTILITIES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45979,"talk to Tammy, said to email her my request, it works better for her, so sending an email regarding invoice received",,,,184,,,,,,TCS
,Josie,Fresno ,MID VALLEY ROOTER,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46133,Called and have emailed no response went to Joe J he called Johnathan said he will call back and pay in 20 min when he gets to his office ,,,,30,,,,,,TCS
,Sylvia,,MID VALLEY ROOTER (CASH),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"MIKE PRLICH & SONS, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"MILLER EQUIPMENT COMPANY, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45971,requested update on open balance. pm is disputing some charges angela is out the office will answer on wednesday,,,,192,1/27/2025,Not Started,1,,91638 On my list to complete,TCS
,Josie,Fresno ,"MK ELECTRIC, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46118,Emailed status report asking if they need copy of invoice waiting on response ,,,,45,,,,,,TCS
,Josie,,MODESTO HOUSE ACCOUNT.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46099,Asking for proof of payment it was a sale waiting on response ,,,,64,,,,,,TCS
,Sylvia,,"MOORE TWINING ASSOCIATES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45994,Called and emailed AR email responded she recevied ,,,,169,,,,,,TCS
,Sylvia,,MORRIS LEVIN & SON,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,Fresno,"MP NEXLEVEL OF CALIFORNIA,INC""",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45810,"talked to  Jill regarding the short paid invoice from Oct-12 said is showing paid on her system, she was using a credit that is not longer avaiable. so i talk to Victoria, (sg).",,,,353,,,,,,TCS
,Josie,,MPS CONSTRUCTION MANAGEMENT CONSULTING LL,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46056,This customer  paid  1/30/26  0 balance ,,,,107,,,,,,TCS
,,,MR ROOTER PLUMBING (CASH),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46077,"Called spoke  with Abraham gave me credit card # to charge $1,157.85",,,,86,,,,,,TCS
,Sylvia,Bakersfield,"MUNOZ HOME IMPROVEMENT, INC.",,  ,,,,,,,Active,No Communication,BRANCH MANAGER,WEEKLY,46127,"email Credit Card authorization form to Humberto, also left message to confirm email, waiting for a response.",,,,36,,,,,,TCS
,Josie,,NAGLE EARTHWORKS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45912,Emaild her status also  said she will contact me and let me know ,,,,251,,,,,,TCS
,Josie,,NATIONAL CHAVEZ CENTER,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,NEW CENTURY CONSTRUCTION & CONSULTING INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46009,Does not answer ,,,,154,,,,,,TCS
,Josie,,NICHOLAS CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45951,Reached out to team in Bakersfield again to see if any one responds I put it on slack ,,,,212,,,,,,TCS
,Sylvia,Fresno ,NOR-CAL PIPELINE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46086,"$915.00 Ck-2396 payment out last week per Sanika, account paid in full. ",,,,77,,,,,,TCS
,Josie,,"NORTHSTAR GENERAL, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46051,"Called and left message again 
Emailed Art to see if he could get in contact with his contact at Northstar ",,,,112,,,,,,TCS
,Sylvia,,"OCEAN PACIFIC ENERGY COMPANY, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46013,"talk to Elissa, said payment last week w/ACH for $203.00, talk to Logan yes tosted.",,,,150,,,,,,TCS
,Josie,,OILDALE MUTUAL WATER CO.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,ON POINT GRADING AND PAVING INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"ORANGE CORROSION SERVICES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45861,they will pay as soon as invoice hits 6o days borrowing bases ,,,,302,,,,,,TCS
,Josie,,ORANGE COUNTY (OC) HOUSE ACCOUNT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45813,***lui paid 245 on 6-5-25***,,,,350,,,,,,TCS
,Josie,,Outlet whole Sale,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,OUTSOURCE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45846,not in tcr,,,,317,,,,,,TCS
,Sylvia,,PADEN & BLETSCHER CONSTRUCTION INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,PAPICH CONSTRUCTION CO INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,"PARADIGM CONSTRUCTION MANAGEMENT, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,2/19/25,(DH) Check was sent last week.  Should be received any day.,DATE NEEDED,,,,,,TCS
,Sylvia,,PARAGON TREE CARE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,PAVLETICH ELECTRIC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45778,April Invoices,,,,385,,,,,,TCS
,Josie,,"PCL INDUSTRIAL SERVICES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45761,Payment should go out 5/9/25 Per Elvia  (JS) 4/14/25,,,,402,,,,,,TCS
,Sylvia,,PIPE & PLANT SOLUTIONS INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45810,"emailing Alisha regarding March-28 invoice, reqesting payment information waiting for reply, also calling no answer, (sylvia 6-2-25)",,4/2/25,(DH) Reached out again on the 31-60; 61-90,353,,,,,,TCS
,Josie,,PISTOL PETE'S PLUMBING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,PONDEROSA,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45980,"calling A/P just to make sure Nov invoces were received, not answer",,,,183,,,,,,TCS
,Josie,,"PONDEROSA ELECTRIC, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45856,"Dale said he will be in the office at ten am this morning I will call him then. Dale emailed back said to call him today for payment I responded to his emil 
Dale  Paid with Credit Card  Total balance gave to Victoria to charge 
 credit card went through emailed credit card receipt to Dale ",,05.07.2025,Called and Left a message for Dale on 05.07.2025 and 05.06.205; he has not returned my call. (Ashley),307,,,,,,TCS
,Josie,,"PR CONSTRUCTION, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45957,Marha does not anything emailed invoice to Martha I sent worng email last week ,,,,206,,,,,,TCS
,Josie,,PRASAYUS CORP. DBA COUNTRYSIDE CONSTRUCTI,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45985,"Danish email back, said for me to email her all open invoices her accounting is under a new transittion role. she will let me know ones payment comes through.",,,,178,,,,,,TCS
,Sylvia,,"PROFESSIONAL PLUMBER, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,Sacramento ,"QUEST MEDIA & SUPPLIES, INC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46127,Paid ,,,,36,,,,,,TCS
,Sylvia,,"R. H. KIGGINS CONSTRUCTION, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46021,"Gaoger replied, asking if more invoices, email her a credit invoice, ",,,,142,,,,,,TCS
,Sylvia,Visalia,RC PACIFIC CONSTRUCTION INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46119,"talk to Tamara, invoice received, March-21",,1/7/2025,"12/7, 12/14, 12/21,12/28 invoices current (visalia)",44,,,,,,TCS
,Sylvia,,RDA CONSTRUCTION (CASH),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45860,no communication,,,,303,,,,,,TCS
,Josie,,REDDIG EXCAVATION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46092,"Went to Victoria to make sure what is owed is correct Victoria looking over 
Emailed statment  for STS waiting on response TCS Victoria cleared open balance ",,7/23/24,(Seth)talked to ross he is sending to his ap to get payed asap.,71,,,,,,TCS
,Sylvia,,RIVAL WELL SERVICES,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45862,(lui) custommer finally replied . will get it paid. customer not answering. need to write-off not worth sending to collection agency ,,,,301,,,,,,TCS
,Sylvia,,RMC CONSTRUCTORS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,ROSAMOND COMUNITY SERVICES DISTRICT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,ROW CROP LLC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45818,"(sylvia 6-10-25) emailed Shannon open balance & invoice, May-17 invoice _shannon reply ACH payment tomorrow $11,960.00",,,,345,,,,,,TCS
,Josie,Fresno ,"RUBIK BUILT, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46113,Kenna said they should be getting funding in a few weeks Said Sherrie is AP said to email her  emailed both invoices ,,,,50,,,,,,TCS
,Josie,,RUSSELL PACIFIC LLC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"S & B SONS, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45828,Customer is paying this week for invoices. Check in Monday if we have not seen anything. 04/09/2025 Sent out a reminder email regarding payment. They told us they sent a check out on 04/02/2025 but we have not seen it yet. LU,,10-07-24,,335,,,,,,TCS
,Josie,,S.A. CAMP PUMP COMPANY,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,S.C. ANDERSON INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,1/27/2025,"Completed, Pending Payment",,1,91454 Complete ready for payment,TCS
,Sylvia,,S.E.T. SERVICES,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45854,"talk to Scott, $108.00 Ck-5589 Payment out last week for the June-7 invoice",,,,309,,,,,,TCS
,Josie,,"SAI JASSAR INVESTMENTS, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,SAN GABRIEL VALLEY WATER COMPANY,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,San Joaquin Valley Air Pollution Control,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,SANDOVAL CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45853,Emailed  asking for proof that she paid 00088941,,,,310,,,,,,TCS
,Josie,,"SAZAMA CONSTRUCTION, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,SBI PARKING LOT & HIGHWAY IMPROVEMENT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,SEA POINTE ESTATES HOMEOWNERS ASSOCIATION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45852,Called no answer emailed asking for check # waiting on response recevied email stating she is out of office ,,,,311,,,,,,TCS
,Lui,,"SECURITY PAVING COMPANY, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46125,requested update on payment ,,,,38,,,,,,TCS
,Sylvia,,SEFNCO COMMUNICATIONS COMCAST,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45951,will receive payment in 10 days ,,,,212,,,,,,TCS
,Sylvia,,SEFNCO COMMUNICATIONS COMCAST (BAKERSFIEL,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45951,will receive payment in 10 days ,,,,212,,,,,,TCS
,Sylvia,,SEFNCO COMMUNICATIONS COMCAST (VISALIA),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45951,will receive payment in 10 days ,,10/02/24,(visalia per matt this was debriefed on 9/12. We should see payment for this 45 days from then sometime around the last week of October.),212,,,,,,TCS
,Josie,,SELMA SIKH PARADE (CC REQUIRED),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45961,Said not to call them they are going to give them a bill when done with prade ,,,,202,,,,,,TCS
,Josie,,"SHARPLINE SOLUTIONS, INC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,(SETH) John promised to have an email to me tonight with updates.,DATE NEEDED,,,,,,TCS
,Josie,,"SHOFFEIT PIPELINE, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46065,Emailed asking for update waiting on reply ,,,,98,,,,,,TCS
,Sylvia,,SIENNA CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45862,(lui) customer not answering. sending to collections. ,,,,301,,,,,,TCS
,Josie,,SIERRA RUNNING COMPANY DBA 2 CITIES MARAT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45966,Hammer Said not to call them they are going to pay,,,,197,,,,,,TCS
,Josie,,"SNELSON COMPANIES, INC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,SO CAL GAS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45863,requested update on past due invoice ,,,,300,,,,,,TCS
,Josie,,SOLV ENERGY LLC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"SOUTH VALLEY COMPANIES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45847,Taylor said that they have the June invoices and does not have a payment date yet said to call back next week ,,,,316,,,,,,TCS
,Josie,,SOUTHERN CALIFORNIA EDISON,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,SOUTHERN CALIFORNIA EDISON (CASH),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45839,"(7-1-25) calling nunber on file however no answer, was able to leave a message for A/P. ---April 17, 2021 invoice. Q.B said customer paid already on 8-2-2023",,,,324,,,,,,TCS
,Josie,,"SPECIALTY CONSTRUCTION, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,SPROUSE COMMUNICATION INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45841,"(7-3-25)Invoice showing paid on TCR, talk to Victoria is a short pay invoice for $10.00, Invoice clear now.  ---Feb-2024 invoice, not able to leve messages also not replying to emails (sg)",,,,322,,,,,,TCS
,Josie,,STOUT BUILDING CONTRACTORS (CASH),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45813,This  Account has been sent to Richard Per Kevin do not contact  9/20/23,,,,350,,,,,,TCS
,Josie,,"SUMMIT CAPITAL VENTURES, INC. DBA JOHN BA",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45832,Spoke wiht Mary said the three invoice are set to be paid July 1st,,,,331,,,,,,TCS
,Josie,,SUPERIOR BARRICADES,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45933,Reach out to confirm he received invoices waiting on response ,,,,230,,,,,,TCS
,Josie,,SUPERIOR CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45828,Called Spoke with Nicole regarding 98901 said to email it and she will respond Nicole said a check should be cut with in 14 days,,,,335,,,,,,TCS
,Josie,,"SURFACE SOLUTIONS, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46055,Customer paid balance on 1/30/2026,,,,108,,,,,,TCS
,Josie,,SW CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46071,Contacted customer to make sure that Elias was still PM waiting on response ,,,,92,,,,,,TCS
,Sylvia,,SYNERGY CONSTRUCTION & DEVELOPMENT CORP,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"T.E. ROBERTS, INC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,TARLTON ESTATE AND ASSET MANAGEMENT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46083,Called Arron to confirm receipt of invoice 00104252,,,,80,,,,,,TCS
,Josie,,TEJON INDIAN TRIBE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45873,"Waiting on responce from customer  on payment she said it was to be processed last week 
Clarissa responded to my email said that check 14136 was mailed on 7/31/2025 ",,,,290,,,,,,TCS
,Josie,,TEJON OUTLETS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45846,not in tcr,,,,317,,,,,,TCS
,Sylvia,,"TELCON SERVICES, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46037, Reached out to Jeff via email re: the 2 invoices still outstanding,,1/15/26,Followed up with Jeff to see about getting payment.  Waiting on response,126,,,,,,TCS
,Josie,,"THE HUB OF BAKERSFIELD, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,THE OPEN DOOR NETWORK,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,THE PLUMBING DOC INC. (CASH),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,THE SIGN GUYS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45846,not in tcr,,,,317,,,,,,TCS
,Josie,,"THOMAS PROPERTY MANAGEMENT, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Lui,,TIDWELL EXCAVATING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,"TIGER TEA HOUSE, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46098,"left message for A/P regarding March ivoices,",,,,65,,,,,,TCS
,Sylvia,,TOM COREA CONSTUCTION INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45779,"talk to Jeremy, said to resent invoice he will talk to his controller and get back to us, 5-2-2025 (sg) Jeremy reply back, said payment next week (sg)",,,,384,,,,,,TCS
,Lui,,TONYS PLUMBING SERVICE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"TOSTE CONSTRUCTION, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"TOSTED ASPHALT, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"TOTAL-WESTERN, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,TPA CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45918,Wanted to know if we were SBE let her know we were not ,,,,245,,,,,,TCS
,Sylvia,,"TRI-STATE GENERAL CONTRACTORS, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45818,"Finally, i was able to talk to someone on Accounting, Sheryl said for me to email the Nov-2 invoice to a different email,  cc:Gary/Nic/Seth  (sg)",,,,345,,,,,,TCS
,Josie,,"TRICOM NETWORKS, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45930,left message regarding payment or received of August invoices,,,,233,,,,,,TCS
,Sylvia,,TRUXELL & VALENTINO LANDSCAPE DEVELOPMENT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46014,"calling A/P dept, no one available, said to call again later today, not able to provide A/P contact name",,,,149,,,,,,TCS
,Sylvia,,TTR SUBSTATIONS(CASH ONLY),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,TUMBLIN COMPANY,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45807,This is a April 5th Invoice Emailed invoice Customer paid with CC today,,,,356,,,,,,TCS
,Josie,,TURMAN CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,"U.S. TRAFFIC CONTROL WEST, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,UNDERGROUND PIPELINE SPECIALTY INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45973,"Emailed Andres letting him know that we can take cc over the phone waiting on response Andres emailed said if he and I can go to the BK office and pay with cc ,Emailed stats report waiting on response ",,,,190,,,,,,TCS
,Josie,,UNIFIED FIELD SERVICES CORPORATION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46030,"Cynthia call back asking about reinbursement check, told her Yes, out tomorrow Ck-30530 for $973.00",,,,133,,,,,,TCS
,Josie,,UNITED RENTALS (BAKERSFIELD) #434,,  ,,,,,,,ON HOLD,Contacted,VP/HIGH LEVEL,WEEKLY,46097,"This was paid last week via ACH they short paid  balance, went to Victoria said she is going to write off $102.63 she spoke with Priya ",,,,66,,,,,,TCS
